数据点,cx,cy,象限,FPGA计算角度(rad),MATLAB计算角度(°)
       2603, 13867, 20175,1,137.045906,137.049076
       2604, 13856, 20185,1,137.038912,137.046743
       2605, 13853, 20187,1,137.052900,137.052244
       2606, 13844, 20191,1,137.080876,137.085549
       2607, 13845, 20186,1,137.115847,137.120268
       2608, 13839, 20193,1,137.101859,137.105871
       2609, 13890, 20150,1,137.087871,137.088869
       2610, 13868, 20164,1,137.129835,137.134866
       2611, 13856, 20180,1,137.080876,137.088980
       2612, 13847, 20184,1,137.122841,137.122265
       2613, 13847, 20191,1,137.059894,137.063224
       2614, 13843, 20191,1,137.087871,137.092987
       2615, 13837, 20190,1,137.143823,137.145995
       2616, 13898, 20143,1,137.087871,137.088339
       2617, 13876, 20165,1,137.066888,137.066430
       2618, 13865, 20170,1,137.101859,137.106400
       2619, 13850, 20183,1,137.108853,137.108368
       2620, 13844, 20190,1,137.087871,137.093976
       2621, 13845, 20195,1,137.045906,137.044424
       2622, 13854, 20194,1,136.982959,136.985787
       2623, 13915, 20142,1,136.961977,136.968321
       2624, 13879, 20160,1,137.080876,137.086404
       2625, 13861, 20174,1,137.101859,137.102410
       2626, 13858, 20183,1,137.045906,137.048702
       2627, 13851, 20184,1,137.087871,137.092473
       2628, 13837, 20190,1,137.143823,137.145995
       2629, 13840, 20195,1,137.080876,137.081605
       2630, 13840, 20193,1,137.094865,137.098442
       2631, 13887, 20152,1,137.087871,137.094393
       2632, 13861, 20169,1,137.143823,137.144779
       2633, 13851, 20174,1,137.171800,137.177020
       2634, 13851, 20187,1,137.066888,137.067154
       2635, 13847, 20187,1,137.094865,137.096948
       2636, 13836, 20190,1,137.150818,137.153418
       2637, 13840, 20179,1,137.213765,137.216556
       2638, 13887, 20150,1,137.108853,137.111446
       2639, 13872, 20173,1,137.024924,137.028568
       2640, 13854, 20178,1,137.115847,137.120810
       2641, 13848, 20179,1,137.157812,137.157062
       2642, 13847, 20200,1,136.982959,136.987480
       2643, 13844, 20194,1,137.059894,137.060282
       2644, 13843, 20191,1,137.087871,137.092987
       2645, 13894, 20144,1,137.108853,137.109956
       2646, 13871, 20165,1,137.101859,137.103911
       2647, 13859, 20179,1,137.073882,137.075040
       2648, 13857, 20184,1,137.045906,137.047722
       2649, 13844, 20188,1,137.108853,137.110837
       2650, 13841, 20187,1,137.136829,137.141576
       2651, 13840, 20189,1,137.129835,137.132142
       2652, 13898, 20140,1,137.108853,137.113990
       2653, 13875, 20157,1,137.136829,137.141934
       2654, 13859, 20170,1,137.150818,137.151238
       2655, 13852, 20181,1,137.108853,137.110360
       2656, 13848, 20185,1,137.101859,137.106378
       2657, 13841, 20192,1,137.094865,137.099432
       2658, 13841, 20190,1,137.115847,137.116283
       2659, 13839, 20133,1,137.612429,137.615257
       2660, 13886, 20164,1,136.996947,136.999802
       2661, 13862, 20166,1,137.157812,137.162757
       2662, 13853, 20181,1,137.101859,137.102905
       2663, 13846, 20183,1,137.136829,137.138151
       2664, 13843, 20188,1,137.115847,137.118274
       2665, 13843, 20188,1,137.115847,137.118274
       2666, 13840, 20183,1,137.178794,137.182763
       2667, 13886, 20153,1,137.087871,137.093393
       2668, 13864, 20169,1,137.115847,137.122357
       2669, 13857, 20175,1,137.122841,137.123813
       2670, 13847, 20183,1,137.129835,137.130708
       2671, 13843, 20186,1,137.129835,137.135144
       2672, 13840, 20190,1,137.122841,137.123714
       2673, 13839, 20184,1,137.178794,137.181748
       2674, 13888, 20143,1,137.157812,137.163680
       2675, 13870, 20161,1,137.143823,137.145381
       2676, 13856, 20177,1,137.108853,137.114350
       2677, 13860, 20183,1,137.031918,137.033765
       2678, 13845, 20185,1,137.122841,137.128707
       2679, 13841, 20187,1,137.136829,137.141576
       2680, 13843, 20191,1,137.087871,137.092987
       2681, 13896, 20148,1,137.052900,137.060722
       2682, 13872, 20161,1,137.129835,137.130400
       2683, 13861, 20177,1,137.073882,137.077017
       2684, 13847, 20185,1,137.108853,137.113823
       2685, 13843, 20188,1,137.115847,137.118274
       2686, 13842, 20193,1,137.080876,137.083576
       2687, 13841, 20189,1,137.122841,137.124711
       2688, 13905, 20133,1,137.115847,137.121072
       2689, 13879, 20157,1,137.108853,137.111925
       2690, 13861, 20167,1,137.157812,137.161742
       2691, 13848, 20178,1,137.164806,137.165517
       2692, 13845, 20184,1,137.136829,137.137148
       2693, 13847, 20188,1,137.087871,137.088513
       2694, 13843, 20182,1,137.164806,137.168911
       2695, 13836, 20188,1,137.164806,137.170276
       2696, 13881, 20155,1,137.108853,137.113934
       2697, 13865, 20175,1,137.059894,137.064040
       2698, 13855, 20182,1,137.073882,137.079540
       2699, 13846, 20190,1,137.073882,137.079095
       2700, 13841, 20186,1,137.143823,137.150012
       2701, 13836, 20194,1,137.115847,137.119729
       2702, 13840, 20192,1,137.101859,137.106863
       2703, 13891, 20141,1,137.157812,137.158196
       2704, 13866, 20164,1,137.150818,137.149830
       2705, 13856, 20178,1,137.101859,137.105891
       2706, 13850, 20184,1,137.094865,137.099924
       2707, 13846, 20184,1,137.129835,137.129707
       2708, 13840, 20189,1,137.129835,137.132142
       2709, 13837, 20185,1,137.185788,137.188159
       2710, 13894, 20142,1,137.122841,137.127048
       2711, 13872, 20168,1,137.066888,137.070957
       2712, 13853, 20175,1,137.150818,137.153649
       2713, 13850, 20181,1,137.122841,137.125263
       2714, 13839, 20186,1,137.157812,137.164871
       2715, 13840, 20188,1,137.136829,137.140573
       2716, 13836, 20185,1,137.192782,137.195581
       2717, 13904, 20131,1,137.143823,137.145777
       2718, 13878, 20159,1,137.094865,137.102414
       2719, 13864, 20178,1,137.045906,137.046131
       2720, 13856, 20182,1,137.066888,137.072078
       2721, 13847, 20181,1,137.143823,137.147602
       2722, 13846, 20186,1,137.108853,137.112827
       2723, 13845, 20188,1,137.101859,137.103398
       2724, 13842, 20168,1,137.290700,137.294820
       2725, 13878, 20150,1,137.178794,137.179061
       2726, 13860, 20171,1,137.136829,137.135294
       2727, 13849, 20174,1,137.192782,137.191916
       2728, 13846, 20181,1,137.157812,137.155045
       2729, 13835, 20186,1,137.192782,137.194564
       2730, 13837, 20186,1,137.178794,137.179722
       2731, 13839, 20192,1,137.108853,137.114293
       2732, 13891, 20151,1,137.066888,137.072811
       2733, 13867, 20172,1,137.073882,137.074486
       2734, 13850, 20174,1,137.185788,137.184469
       2735, 13850, 20181,1,137.122841,137.125263
       2736, 13844, 20186,1,137.122841,137.127707
       2737, 13845, 20191,1,137.073882,137.078110
       2738, 13841, 20190,1,137.115847,137.116283
       2739, 13893, 20151,1,137.052900,137.057745
       2740, 13869, 20167,1,137.101859,137.101913
       2741, 13861, 20177,1,137.073882,137.077017
       2742, 13849, 20183,1,137.115847,137.115817
       2743, 13842, 20183,1,137.164806,137.167900
       2744, 13841, 20189,1,137.122841,137.124711
       2745, 13848, 20184,1,137.108853,137.114820
       2746, 13903, 20139,1,137.080876,137.084798
       2747, 13874, 20163,1,137.094865,137.098415
       2748, 13859, 20173,1,137.122841,137.125817
       2749, 13850, 20179,1,137.136829,137.142167
       2750, 13839, 20179,1,137.220759,137.223983
       2751, 13839, 20182,1,137.192782,137.198635
       2752, 13842, 20189,1,137.115847,137.117278
       2753, 13903, 20133,1,137.129835,137.136184
       2754, 13878, 20143,1,137.234747,137.238807
       2755, 13859, 20169,1,137.157812,137.159716
       2756, 13853, 20185,1,137.066888,137.069122
       2757, 13846, 20188,1,137.094865,137.095957
       2758, 13844, 20188,1,137.108853,137.110837
       2759, 13839, 20191,1,137.115847,137.122717
       2760, 13839, 20191,1,137.115847,137.122717
       2761, 13879, 20152,1,137.150818,137.154507
       2762, 13863, 20165,1,137.157812,137.163771
       2763, 13853, 20177,1,137.136829,137.136725
       2764, 13850, 20181,1,137.122841,137.125263
       2765, 13849, 20187,1,137.080876,137.082055
       2766, 13848, 20190,1,137.059894,137.064206
       2767, 13841, 20191,1,137.101859,137.107856
       2768, 13893, 20145,1,137.101859,137.108949
       2769, 13875, 20171,1,137.017929,137.023025
       2770, 13856, 20173,1,137.143823,137.148209
       2771, 13843, 20186,1,137.129835,137.135144
       2772, 13841, 20179,1,137.206770,137.209126
       2773, 13843, 20193,1,137.073882,137.076140
       2774, 13843, 20186,1,137.129835,137.135144
       2775, 13897, 20144,1,137.087871,137.087338
       2776, 13870, 20164,1,137.115847,137.119892
       2777, 13857, 20175,1,137.122841,137.123813
       2778, 13848, 20179,1,137.157812,137.157062
       2779, 13841, 20186,1,137.143823,137.150012
       2780, 13843, 20180,1,137.185788,137.185809
       2781, 13840, 20185,1,137.157812,137.165880
       2782, 13909, 20128,1,137.129835,137.133714
       2783, 13877, 20161,1,137.087871,137.092912
       2784, 13862, 20171,1,137.115847,137.120352
       2785, 13851, 20182,1,137.108853,137.109364
       2786, 13847, 20182,1,137.136829,137.139154
       2787, 13840, 20181,1,137.199776,137.199655
       2788, 13841, 20192,1,137.094865,137.099432
       2789, 13833, 20192,1,137.157812,137.158826
       2790, 13882, 20160,1,137.059894,137.063873
       2791, 13860, 20170,1,137.143823,137.143770
       2792, 13849, 20179,1,137.150818,137.149616
       2793, 13846, 20186,1,137.108853,137.112827
       2794, 13847, 20190,1,137.066888,137.071651
       2795, 13838, 20183,1,137.192782,137.197617
       2796, 13841, 20190,1,137.115847,137.116283
       2797, 13888, 20151,1,137.087871,137.095395
       2798, 13869, 20167,1,137.101859,137.101913
       2799, 13859, 20178,1,137.080876,137.083497
       2800, 13849, 20181,1,137.129835,137.132712
       2801, 13845, 20184,1,137.136829,137.137148
       2802, 13842, 20189,1,137.115847,137.117278
       2803, 13840, 20189,1,137.129835,137.132142
       2804, 13890, 20143,1,137.143823,137.148629
       2805, 13870, 20165,1,137.108853,137.111401
       2806, 13854, 20175,1,137.143823,137.146193
       2807, 13847, 20178,1,137.164806,137.172961
       2808, 13843, 20184,1,137.150818,137.152023
       2809, 13843, 20190,1,137.101859,137.101414
       2810, 13841, 20189,1,137.122841,137.124711
       2811, 13895, 20129,1,137.227753,137.230844
       2812, 13872, 20157,1,137.157812,137.164419
       2813, 13857, 20174,1,137.129835,137.132279
       2814, 13848, 20179,1,137.157812,137.157062
       2815, 13841, 20182,1,137.178794,137.183777
       2816, 13841, 20188,1,137.129835,137.133142
       2817, 13842, 20192,1,137.087871,137.091998
       2818, 13840, 20126,1,137.668382,137.667813
       2819, 13886, 20157,1,137.052900,137.059327
       2820, 13865, 20171,1,137.094865,137.097924
       2821, 13856, 20182,1,137.066888,137.072078
       2822, 13847, 20182,1,137.136829,137.139154
       2823, 13843, 20186,1,137.129835,137.135144
       2824, 13840, 20188,1,137.136829,137.140573
       2825, 13840, 20194,1,137.087871,137.090022
       2826, 13890, 20152,1,137.066888,137.071816
       2827, 13865, 20169,1,137.108853,137.114879
       2828, 13853, 20181,1,137.101859,137.102905
       2829, 13845, 20183,1,137.143823,137.145591
       2830, 13842, 20182,1,137.171800,137.176345
       2831, 13841, 20185,1,137.157812,137.158450
       2832, 13841, 20187,1,137.136829,137.141576
       2833, 13897, 20146,1,137.066888,137.070254
       2834, 13867, 20166,1,137.122841,137.125369
       2835, 13846, 20175,1,137.206770,137.205782
       2836, 13852, 20179,1,137.122841,137.127265
       2837, 13849, 20181,1,137.129835,137.132712
       2838, 13839, 20186,1,137.157812,137.164871
       2839, 13840, 20186,1,137.157812,137.157442
       2840, 13902, 20142,1,137.059894,137.066692
       2841, 13880, 20161,1,137.066888,137.070393
       2842, 13864, 20173,1,137.087871,137.088456
       2843, 13856, 20179,1,137.094865,137.097434
       2844, 13851, 20187,1,137.066888,137.067154
       2845, 13847, 20186,1,137.101859,137.105384
       2846, 13838, 20188,1,137.150818,137.155429
       2847, 13904, 20133,1,137.122841,137.128629
       2848, 13875, 20161,1,137.101859,137.107913
       2849, 13866, 20168,1,137.115847,137.115881
       2850, 13848, 20175,1,137.192782,137.190897
       2851, 13848, 20182,1,137.129835,137.131710
       2852, 13847, 20185,1,137.108853,137.113823
       2853, 13848, 20185,1,137.101859,137.106378
       2854, 13845, 20192,1,137.066888,137.069685
       2855, 13883, 20161,1,137.045906,137.047856
       2856, 13868, 20169,1,137.087871,137.092433
       2857, 13855, 20181,1,137.080876,137.087989
       2858, 13843, 20186,1,137.129835,137.135144
       2859, 13841, 20190,1,137.115847,137.116283
       2860, 13844, 20181,1,137.164806,137.169923
       2861, 13839, 20192,1,137.108853,137.114293
       2862, 13889, 20150,1,137.094865,137.096396
       2863, 13869, 20166,1,137.108853,137.110400
       2864, 13858, 20177,1,137.094865,137.099423
       2865, 13849, 20181,1,137.129835,137.132712
       2866, 13843, 20185,1,137.143823,137.143582
       2867, 13844, 20192,1,137.073882,137.077125
       2868, 13840, 20187,1,137.143823,137.149007
       2869, 13895, 20140,1,137.136829,137.136613
       2870, 13871, 20167,1,137.080876,137.086934
       2871, 13855, 20182,1,137.073882,137.079540
       2872, 13848, 20182,1,137.129835,137.131710
       2873, 13840, 20184,1,137.171800,137.174320
       2874, 13838, 20188,1,137.150818,137.155429
       2875, 13840, 20193,1,137.094865,137.098442
       2876, 13901, 20133,1,137.150818,137.151287
       2877, 13879, 20157,1,137.108853,137.111925
       2878, 13855, 20172,1,137.164806,137.164139
       2879, 13848, 20173,1,137.206770,137.207829
       2880, 13845, 20179,1,137.171800,137.179388
       2881, 13836, 20185,1,137.192782,137.195581
       2882, 13841, 20188,1,137.129835,137.133142
       2883, 13840, 20169,1,137.297694,137.301200
       2884, 13880, 20149,1,137.171800,137.172579
       2885, 13862, 20168,1,137.143823,137.145788
       2886, 13857, 20176,1,137.108853,137.115349
       2887, 13849, 20183,1,137.115847,137.115817
       2888, 13848, 20187,1,137.087871,137.089502
       2889, 13842, 20192,1,137.087871,137.091998
       2890, 13842, 20192,1,137.087871,137.091998
       2891, 13900, 20150,1,137.010935,137.013474
       2892, 13863, 20170,1,137.115847,137.121355
       2893, 13852, 20182,1,137.101859,137.101911
       2894, 13848, 20186,1,137.094865,137.097939
       2895, 13844, 20186,1,137.122841,137.127707
       2896, 13843, 20190,1,137.101859,137.101414
       2897, 13840, 20192,1,137.101859,137.106863
       2898, 13894, 20151,1,137.045906,137.050208
       2899, 13868, 20166,1,137.115847,137.117886
       2900, 13856, 20174,1,137.136829,137.139741
       2901, 13849, 20182,1,137.122841,137.124263
       2902, 13849, 20191,1,137.045906,137.048330
       2903, 13843, 20187,1,137.122841,137.126708
       2904, 13841, 20186,1,137.143823,137.150012
       2905, 13898, 20140,1,137.108853,137.113990
       2906, 13875, 20159,1,137.122841,137.124919
       2907, 13855, 20171,1,137.171800,137.172612
       2908, 13849, 20174,1,137.192782,137.191916
       2909, 13844, 20181,1,137.164806,137.169923
       2910, 13846, 20188,1,137.094865,137.095957
       2911, 13843, 20189,1,137.108853,137.109843
       2912, 13910, 20133,1,137.080876,137.083255
       2913, 13877, 20162,1,137.073882,137.084412
       2914, 13861, 20170,1,137.129835,137.136300
       2915, 13847, 20175,1,137.192782,137.198340
       2916, 13841, 20192,1,137.094865,137.099432
       2917, 13843, 20197,1,137.038912,137.042474
       2918, 13840, 20187,1,137.143823,137.149007
       2919, 13837, 20187,1,137.164806,137.171286
       2920, 13886, 20153,1,137.087871,137.093393
       2921, 13866, 20172,1,137.080876,137.081969
